customer_id,tenure_months,avg_monthly_spend,transactions_30d,transactions_90d,max_gap_days,is_high_risk_segment,card_type,churned
554,43,549.49621227937,0,2,33,1,gold,0
555,23,389.8717389776407,4,7,75,1,gold,1
556,31,516.2406699182756,2,4,15,0,gold,0
557,51,191.57577846210503,1,3,42,0,platinum,0
558,1,90.02526525391849,1,5,63,1,gold,1
559,35,180.32854026155695,0,3,36,1,gold,1
560,21,113.27901211638437,2,5,40,1,basic,0
561,16,583.8492025982148,4,6,47,0,gold,0
562,21,112.4874300020696,2,5,14,0,basic,0
563,18,138.25279678214173,1,7,15,0,gold,1
564,11,481.1297486587888,2,6,61,1,gold,0
565,1,66.08909863957604,1,4,80,1,basic,0
566,1,567.5050168340921,2,8,73,1,basic,1
567,35,114.04817643867608,2,3,43,1,basic,0
568,36,331.77473581793373,1,3,85,0,gold,0
569,56,1274.852033037056,2,6,63,1,basic,1
570,55,184.8973787771347,1,4,49,0,gold,0
571,29,108.22557215190854,3,8,60,0,basic,0
572,42,757.9637418193879,0,4,87,1,gold,1
573,36,163.13637377823196,1,6,79,0,gold,0
574,22,36.694302906532414,2,4,23,0,basic,0
575,39,536.9522059237025,3,5,1,0,gold,0
576,46,239.49115688880838,2,5,41,0,gold,0
577,25,836.61460726538,0,4,30,1,basic,0
578,23,729.207191485242,1,3,19,0,gold,1
579,24,267.54628488103884,2,2,88,0,platinum,0
580,29,348.8764593772956,0,4,19,0,basic,1
581,52,260.913586585554,1,7,12,0,gold,0
582,12,157.16692326230336,2,5,30,0,basic,0
583,57,118.87395958199653,1,5,12,0,basic,0
584,12,49.530697499954776,0,1,21,0,gold,0
585,54,173.67161424908696,2,2,80,0,gold,1
586,23,212.90640111355077,2,4,3,1,platinum,0
587,29,445.70094380395074,1,5,18,0,basic,0
588,37,691.7784116006029,4,6,86,0,basic,1
589,3,188.4484765164095,3,7,1,1,gold,0
590,30,703.7001851636613,2,4,45,0,basic,0
591,40,189.43839126881727,0,5,41,0,basic,0
592,42,1252.5786612531654,0,4,8,1,basic,1
593,55,66.1237643037901,3,5,8,0,gold,0
594,43,280.60776892327044,1,6,19,0,gold,0
595,59,292.2070687545194,3,5,29,0,basic,0
596,9,237.6704119320258,1,5,57,1,basic,1
597,39,112.2510600596891,3,6,71,1,basic,0
598,27,282.6475134554149,1,8,67,0,basic,1
599,18,120.4858913604468,1,4,76,0,basic,1
600,17,625.3538959661956,1,3,5,0,platinum,1
601,8,940.3205973616039,2,7,67,1,platinum,0
602,55,265.9007235836794,2,3,12,0,gold,0
603,57,332.44922895026724,3,5,4,0,basic,0
604,54,453.53064541418286,2,2,55,0,gold,0
605,5,313.76928307968916,2,5,8,0,gold,1
606,47,84.18771956597878,0,4,52,0,basic,0
607,4,938.0928588576476,1,2,24,0,basic,1
608,49,398.5965121638895,1,3,29,0,basic,0
609,24,349.95261802761684,4,6,44,0,gold,1
610,47,563.8435630537706,1,3,22,0,basic,1
611,29,263.27349676900053,1,2,30,0,gold,0
612,45,561.0396863632818,5,6,57,1,basic,0
613,37,666.25405687328,4,7,60,1,basic,0
614,32,215.82215145135115,0,1,15,0,basic,1
615,49,395.49351854142503,2,7,82,0,basic,1
616,41,930.4528336483934,0,1,71,1,gold,1
617,59,114.49656077677928,4,5,2,1,gold,0
618,22,205.02623086067268,3,7,46,0,basic,0
619,1,238.9555824915743,1,4,29,1,basic,0
620,29,504.0892483669476,4,5,53,1,gold,1
621,8,471.93361218214864,1,5,7,0,basic,1
622,44,292.84791588536706,1,3,43,0,basic,0
623,27,307.90296635658814,2,6,20,1,basic,0
624,6,132.5317848054317,2,4,78,1,gold,0
625,13,633.5022404204132,4,9,16,1,basic,0
626,2,503.9051728366162,4,7,48,0,basic,0
627,22,239.7414423385228,4,8,3,0,basic,1
628,26,432.05969414945355,1,5,66,0,gold,0
629,53,863.7047549083857,2,7,27,0,basic,1
630,50,265.8466207623557,2,4,41,1,platinum,0
631,26,667.2198348660667,3,9,86,0,basic,0
632,55,253.6798443700628,2,6,61,1,basic,0
633,59,429.28276028031195,3,11,28,0,basic,0
634,22,94.30650379245056,0,1,54,0,basic,1
635,39,694.8073521157086,0,1,69,0,gold,0
636,44,74.35670763193365,2,6,23,1,gold,0
637,57,977.9800994152089,1,3,71,1,gold,1
638,38,132.20257865662262,0,8,29,0,basic,0
639,26,535.7639174959548,2,5,89,0,basic,0
640,5,762.1343898680424,1,4,8,0,basic,1
641,30,274.6144321947996,3,4,23,0,gold,1
642,23,292.6882096836706,0,5,14,1,gold,0
643,33,242.6604639947336,4,8,19,0,gold,0
644,23,276.63130910869336,3,7,58,0,gold,1
645,35,89.93185197157021,3,5,74,0,basic,1
646,11,69.26242796090439,1,4,59,1,platinum,0
647,14,672.6370450085865,4,7,64,0,gold,0
648,36,890.6088567777642,2,3,10,1,basic,1
649,34,228.57942118038284,4,5,84,0,gold,1
650,39,312.05986609351623,3,5,88,1,basic,1
651,40,1020.7033038022694,2,5,51,0,basic,0
652,49,268.4498745342007,3,5,34,0,basic,0
653,17,196.04495481303078,3,3,79,0,basic,0
654,5,756.3966425028334,1,2,53,0,basic,1
655,24,657.457820108559,4,8,7,0,gold,0
656,1,1436.2683829472091,1,4,33,0,gold,0
657,19,406.335300965821,5,11,84,0,basic,1
658,10,515.8120360326046,2,6,11,0,basic,0
659,7,236.36915383125796,1,5,48,0,basic,0
660,18,195.21690588733492,0,0,75,0,basic,1
661,3,547.648941696247,2,4,48,1,basic,0
662,15,619.1787826329183,2,4,64,1,basic,1
663,47,250.15944816037248,0,4,70,0,gold,0
664,3,465.9386681841539,1,4,62,0,gold,1
665,32,380.0183841401677,2,5,76,1,basic,1
666,9,370.1373975657947,6,7,88,0,gold,0
667,14,426.3839950774301,3,5,89,1,gold,0
668,29,48.19608636524399,3,7,59,1,basic,0
669,42,547.3647102220807,0,5,63,0,basic,0
670,27,997.5585940583853,2,5,9,0,basic,0
671,40,1094.7597676763908,0,1,26,0,basic,1
672,19,480.0794316635293,2,4,56,0,basic,0
673,21,262.62409824516527,4,5,69,0,basic,0
674,24,758.4602850638571,5,7,17,1,basic,0
675,56,966.8053198244606,0,2,8,1,gold,0
676,29,202.78067463763426,4,10,30,0,basic,0
677,29,599.3481474229857,5,5,14,0,basic,0
678,58,302.40864752281846,2,9,88,0,basic,0
679,16,185.6974220876577,1,2,26,0,basic,1
680,46,588.5774396899672,3,4,43,0,basic,1
681,34,48.01649693223682,2,4,17,0,gold,1
682,1,591.2707443898729,3,8,27,0,gold,0
683,2,274.90790012334696,4,6,42,0,basic,0
684,25,179.53716287734994,1,9,4,0,basic,1
685,40,509.11722037773063,3,6,75,1,gold,1
686,59,285.9436609680158,4,5,80,1,basic,0
687,37,463.1168281377068,2,5,75,0,gold,1
688,43,1707.8666906485244,1,4,84,0,platinum,1
689,48,139.56689954147527,2,4,77,1,gold,0
690,23,297.3580249415471,1,1,28,0,basic,0
691,44,958.2421929153097,4,8,89,1,basic,0
692,2,254.74464442368134,2,3,89,0,basic,0
693,21,179.0150121125472,1,3,6,1,gold,1
694,9,230.3905560722532,2,5,63,0,gold,0
695,24,583.7571616862608,1,4,9,1,basic,0
696,47,125.2328232873203,5,5,6,0,basic,0
697,52,201.33602312147096,2,4,89,1,platinum,0
698,28,584.0199886456152,2,8,41,0,basic,0
699,36,179.5954795011806,1,4,31,0,basic,0
700,15,883.7734335188042,6,6,67,0,platinum,1
701,23,633.7089632426162,2,8,9,0,basic,1
702,53,475.39161831931347,0,6,35,1,platinum,0
703,26,221.64063193444287,0,4,24,0,basic,1
704,54,821.7681591612032,1,6,65,1,basic,0
705,56,415.3344611345435,5,8,89,0,gold,1
706,26,120.04558084622093,1,3,7,1,basic,0
707,47,102.75486382584648,2,3,4,0,gold,0
708,31,64.61295262779726,0,2,48,0,basic,1
709,43,101.51253837704017,0,4,49,1,basic,0
710,13,442.12247404300535,3,6,26,1,platinum,0
711,58,509.3307233360534,2,2,42,1,gold,0
712,47,189.90752289788531,3,5,62,1,basic,0
713,46,639.3776636887454,1,3,22,0,basic,0
714,24,704.6793241900849,2,6,30,0,gold,0
715,39,213.73117109965318,5,7,54,1,basic,1
716,58,519.9931438017929,0,7,85,1,basic,1
717,57,435.5544217503258,1,6,78,0,basic,0
718,25,393.93041535082006,2,7,83,1,basic,1
719,23,621.3105992357862,0,2,4,0,basic,0
720,28,698.4367637085444,1,2,18,0,basic,0
721,3,711.6526312149507,1,2,16,0,gold,0
722,51,841.6675388855292,1,8,31,0,basic,0
723,19,582.59989652337,3,5,42,1,gold,0
724,44,321.16385940100116,1,5,23,1,basic,0
725,38,433.25261383413806,1,5,42,0,gold,0
726,18,142.3209680032134,0,6,63,0,gold,0
727,53,985.7795222236682,0,1,73,0,gold,1
728,18,361.1745588374253,2,5,43,0,gold,1
729,5,127.36774741375847,3,5,53,0,basic,0
730,26,1439.5129541966965,4,8,12,1,basic,0
731,30,787.9005335330307,1,2,14,1,gold,0
732,12,652.8251878715038,1,2,33,0,basic,0
733,38,665.1481862811645,2,4,75,0,basic,0
734,32,526.2043776173413,2,7,25,1,basic,0
735,59,414.4585012909453,1,3,10,0,gold,0
736,4,463.5678123511621,2,6,35,0,basic,0
737,31,375.8510322705344,2,5,17,0,basic,1
738,14,444.36827130896876,3,5,21,0,gold,1
739,6,665.611168659001,1,5,60,0,basic,0
740,57,622.2056328024869,0,8,34,0,basic,0
741,40,182.72198691537932,3,6,8,0,gold,0
742,1,259.96899558767336,1,5,69,1,gold,0
743,43,723.6301842821277,1,3,37,1,gold,1
744,45,537.7705041645278,2,3,30,0,gold,0
745,57,138.72183974060422,2,4,74,1,basic,1
746,16,401.01295159405225,1,5,39,0,basic,0
747,54,442.6904915096137,2,3,80,0,gold,0
748,37,501.96083678646096,1,2,59,0,basic,0
749,45,331.70894050328803,0,2,41,1,gold,0
750,14,188.24474466120887,3,11,48,0,basic,0
751,33,122.1461286981866,0,5,57,1,gold,0
752,53,1009.7276876724641,3,9,21,0,platinum,1
753,56,140.19312733898994,1,2,31,0,platinum,0
754,59,630.2423076109258,3,5,37,1,gold,0
755,33,466.64486574806386,2,4,34,0,basic,0
756,55,398.45493906950395,1,3,33,0,basic,0
757,12,208.38665646212866,0,4,31,0,basic,0
758,44,472.9594263313598,3,5,51,0,basic,0
759,2,727.6617012688366,1,4,25,1,basic,0
760,33,100.64118334732639,2,7,13,0,basic,0
761,40,214.67650712149725,1,4,4,0,gold,0
762,7,194.59343142171392,2,3,14,0,basic,0
763,49,274.06001909260516,2,4,9,0,platinum,1
764,4,381.0040495123218,2,4,16,1,basic,1
765,39,546.818056298587,0,3,43,1,gold,1
766,56,555.4171914238427,1,4,67,0,gold,1
767,31,160.43873259162226,1,5,41,0,basic,1
768,5,1131.8475225116508,4,7,35,0,basic,0
769,28,474.0037578389459,1,3,6,1,basic,1
770,41,151.07878543734427,1,7,58,1,basic,1
771,31,776.8858318832068,0,5,34,0,gold,0
772,27,207.87398373652945,1,5,16,0,gold,0
773,47,470.3885216413285,5,8,67,0,basic,0
774,56,196.45035839125188,1,6,14,0,gold,0
775,42,630.3227982852123,1,4,58,0,basic,1
776,55,502.7227606715729,2,3,44,0,platinum,0
777,52,398.2249722746249,2,6,56,0,basic,1
778,27,361.0027153890045,2,4,14,0,gold,0
779,28,384.0918846785904,2,3,63,1,basic,0
780,26,329.60830004763994,1,3,32,0,basic,1
781,3,59.87685360169722,2,3,18,1,platinum,0
782,22,301.0547285316418,1,5,33,1,basic,0
783,45,285.3019573190628,2,5,41,1,basic,0
784,21,665.7945740841984,2,8,32,0,basic,0
785,11,292.9914621167532,2,6,64,1,platinum,1
786,50,434.95407976050126,3,6,86,0,basic,1
787,34,473.00692752067135,0,7,73,0,gold,0
788,38,191.99649464710643,0,0,2,0,basic,0
789,45,1530.9427496699052,2,4,64,0,basic,1
790,50,361.10506853586054,2,7,18,0,basic,0
791,19,709.7144830533014,5,10,14,1,basic,0
792,46,99.89856344022392,0,4,84,0,gold,1
793,18,262.14075959981824,2,6,57,0,basic,1
794,56,890.2603022943806,0,2,37,0,gold,0
795,47,683.9296859367013,2,4,68,1,platinum,0
796,18,87.55513894087473,1,5,21,0,basic,0
797,35,459.5661958953124,1,5,16,0,basic,0
798,9,426.90136330333644,0,2,50,0,gold,0
799,55,107.97651174923881,1,3,16,1,basic,0
800,14,159.27400482288928,2,2,76,0,basic,0
801,48,1095.159209167116,3,9,52,1,basic,0
802,6,143.86133863006592,1,3,63,1,gold,1
803,23,402.46118157504344,2,7,81,0,basic,1
804,41,506.788497635363,4,5,14,0,basic,0
805,52,217.05498164591984,2,7,51,1,gold,1
806,19,106.22775682905939,1,5,10,0,basic,1
807,2,412.39510380118054,1,1,7,0,platinum,0
808,46,2221.745715745047,3,8,65,0,basic,0
809,54,535.2953035351584,2,4,85,1,basic,1
810,33,346.3099768577143,0,1,59,1,basic,1
811,53,568.0365275402974,0,2,43,1,platinum,1
812,52,165.8902024947062,1,3,89,0,gold,1
813,8,395.0111286664053,2,4,48,0,basic,0
814,5,199.7344138047803,1,7,22,0,platinum,0
815,30,543.5447315798194,0,3,11,0,basic,0
816,13,265.17814157444633,3,5,38,0,basic,1
817,37,519.7761961422854,1,7,49,0,basic,0
818,1,657.8648668090983,1,3,12,1,basic,0
819,38,1113.7634170848162,1,3,89,0,gold,0
820,3,170.7182410399286,3,8,79,0,basic,0
821,48,598.905066583655,3,8,77,0,gold,1
822,22,239.73732472003934,2,4,30,0,basic,0
823,23,244.61501377985974,1,3,3,0,basic,0
824,10,200.45188696326423,1,7,32,0,basic,0
825,31,151.699071167415,2,4,28,1,gold,0
826,23,700.2338239572903,2,7,79,0,gold,0
827,56,143.22428128193394,4,8,16,1,basic,1
828,54,471.01194957749215,0,3,29,1,gold,1
829,24,548.6741902170409,2,5,63,1,basic,0
830,44,777.0660537373964,3,5,18,1,basic,1
831,53,376.9769618636014,3,4,67,0,basic,1
832,11,367.75466738472807,2,7,6,0,basic,0
833,9,233.11147853859526,7,9,57,0,basic,0
834,12,93.17110034248488,2,3,3,1,basic,1
835,56,736.4157447126457,1,2,12,0,basic,0
836,40,359.3265978594499,2,6,7,0,gold,0
837,57,813.1767756796964,1,6,43,1,basic,1
838,4,763.6994540411597,1,3,62,0,basic,0
839,48,193.8987344206045,1,6,56,0,gold,0
840,52,275.22163909087146,2,5,8,1,basic,0
841,8,537.9788054029634,2,7,43,1,basic,0
842,49,750.5561567943273,2,4,70,0,basic,0
843,17,449.2863755571288,1,3,32,0,gold,0
844,7,148.95126366408553,4,6,81,0,basic,1
845,8,728.742100569673,3,5,6,1,basic,0
846,14,322.5114896535589,1,4,46,1,basic,0
847,17,428.01922772089284,0,2,11,1,basic,1
848,3,968.5805227166813,3,7,88,0,gold,0
849,40,336.0131510312431,1,2,42,0,basic,0
850,5,452.5387896603288,1,3,50,0,platinum,0
851,3,459.5594838623288,2,4,32,0,basic,0
852,30,102.26403413933814,1,4,74,0,gold,0
853,38,425.2504755002461,1,2,49,0,basic,1
854,14,152.5778597030391,3,8,24,0,platinum,1
855,25,53.08150049091397,4,6,63,0,basic,1
856,1,420.2367881473238,1,3,78,0,basic,1
857,22,429.13823028478475,2,5,81,0,basic,0
858,36,172.67274936934322,2,4,84,0,basic,1
859,44,580.96012916275,2,5,15,1,basic,0
860,48,210.7079631642791,2,4,47,1,platinum,1
861,27,279.4812425181187,2,5,14,0,basic,0
862,30,655.8051705110465,4,10,21,0,gold,0
863,16,293.4314800628756,4,9,72,0,basic,1
864,5,333.2789148850582,2,5,57,0,basic,1
865,22,243.11740700197478,1,2,79,1,basic,0
866,47,531.3366774348126,5,7,55,0,gold,1
867,28,369.1811919351264,1,6,15,1,basic,0
868,45,51.080746135097435,4,6,4,0,platinum,1
869,57,704.3153049529467,0,4,26,0,platinum,0
870,11,235.71432907482236,3,3,88,1,gold,0
871,28,234.68875393167755,4,7,14,0,gold,0
872,1,410.2076834455918,3,5,19,0,basic,0
873,22,319.67928891741917,2,3,41,0,basic,0
874,26,441.56943918976754,2,5,3,0,gold,0
875,46,318.66668365000595,0,2,29,0,basic,0
876,4,361.21998589195556,5,5,18,0,basic,0
877,6,504.0941272562355,0,3,15,0,gold,0
878,1,318.3706490122015,0,4,60,1,platinum,1
879,46,308.5129033605194,2,5,4,0,gold,0
880,18,77.66771025007321,5,11,66,1,basic,1
881,11,320.26205351481786,2,3,64,0,basic,0
882,40,47.00419070841842,3,4,72,0,basic,0
883,24,117.26041995551822,1,4,35,0,gold,1
884,40,425.4921856165491,2,4,11,1,basic,0
885,3,267.2193612927604,3,6,21,1,basic,1
886,20,334.1936780525252,2,5,5,0,basic,1
887,23,692.7455828226088,4,6,1,0,platinum,0
888,13,267.1444280674114,3,7,17,0,gold,0
889,53,438.6981448022245,0,2,26,0,basic,0
890,25,237.72975533161903,3,3,88,0,basic,0
891,3,80.66865573897007,5,7,80,0,basic,1
892,8,533.6340694343617,3,7,37,0,gold,1
893,29,143.22622680671074,3,7,7,0,basic,0
894,38,606.5983392434779,3,4,57,0,basic,0
895,8,125.58078486489505,0,1,76,0,basic,0
896,51,386.49964139072523,2,6,68,0,gold,1
897,42,312.2496621673943,2,7,74,0,gold,0
898,36,381.0812702393014,1,4,65,1,gold,0
899,33,250.62692856028286,1,3,64,1,gold,1
900,51,174.204756076462,2,6,58,0,gold,0
901,26,424.5736995931586,2,11,70,0,basic,0
902,42,199.23984945948408,2,7,87,0,basic,0
903,21,363.1292135397883,4,7,59,0,gold,1
904,59,111.31551502749662,2,5,18,0,basic,0
905,52,323.62011586513546,1,4,77,0,gold,0
906,6,622.3262914691697,1,3,40,0,gold,1
907,55,53.169695609925135,4,7,28,1,basic,0
908,36,433.3259371252093,1,3,80,0,gold,0
909,16,62.1195572754892,1,6,81,0,gold,1
910,41,228.76257491929474,1,6,60,0,gold,0
911,5,168.75183596006173,1,5,31,1,basic,1
912,28,360.41089722906827,1,2,50,0,platinum,1
913,9,425.09039204187087,2,3,11,0,basic,1
914,2,193.0727980653397,4,7,25,0,gold,0
915,21,593.1143219046121,4,10,87,0,basic,1
916,3,27.534749681863424,0,4,35,1,platinum,0
917,47,207.56446927098415,0,6,75,1,basic,1
918,44,145.1346610785975,1,5,13,0,basic,0
919,14,350.4310849897165,5,10,30,0,gold,0
920,9,300.4060502651788,3,6,73,0,gold,0
921,22,919.2291861394248,1,4,13,1,basic,1
922,12,595.8303807027274,1,4,88,0,gold,0
923,1,60.88342511869126,1,2,21,0,basic,0
924,11,401.8391464054595,1,3,76,0,basic,1
925,42,226.65740594435752,0,2,3,0,basic,0
926,57,502.6525681560162,3,7,70,0,gold,0
927,50,162.30486525101392,3,3,23,1,gold,0
928,34,96.5910140711396,4,11,79,1,basic,1
929,28,197.55081454456715,3,5,63,0,gold,0
930,32,564.5095711567511,2,5,76,0,basic,1
931,12,172.00610950705462,1,6,68,0,gold,1
932,32,407.0089079680515,4,9,13,1,basic,0
933,37,475.59708254697455,3,7,89,0,gold,1
934,34,41.34569494356627,3,5,34,0,basic,1
935,10,275.31875704586486,1,5,3,0,basic,0
936,30,395.51067291838586,4,7,35,1,gold,0
937,15,876.2402105699822,2,7,81,0,basic,1
938,3,258.7595384588264,2,5,41,0,basic,0
939,10,127.64304022990349,3,7,48,1,gold,1
940,12,112.1689754322588,1,4,74,0,gold,1
941,55,658.9322515950945,1,2,40,0,basic,0
942,58,366.823445866826,0,6,4,0,gold,0
943,58,183.51213231927466,2,4,4,0,basic,1
944,2,374.379884566989,1,2,52,0,gold,1
945,35,286.39246210205374,1,2,78,1,basic,1
946,18,505.14261786723074,2,4,51,1,basic,0
947,6,916.9137922772162,2,4,48,0,basic,1
948,48,811.9679545698981,3,5,81,0,basic,0
949,39,1386.051802941286,3,7,81,0,basic,1
950,32,105.07740124080784,1,1,56,0,gold,0
951,51,321.7110896089593,0,2,18,0,basic,0
952,15,585.8112054173392,2,8,79,0,platinum,0
953,55,158.10208323579263,1,4,88,0,basic,0
954,57,817.9866392851911,3,5,17,0,basic,0
955,18,680.6491301059896,3,8,51,0,basic,0
956,23,796.4998337216966,3,5,41,1,gold,0
957,17,404.8950690136609,2,5,8,1,basic,0
958,49,251.29166320767945,1,6,35,1,gold,0
959,6,285.27487223028686,2,2,20,1,basic,0
960,50,70.66447256225644,3,4,86,0,basic,0
961,40,206.05996828624632,1,3,30,0,basic,0
962,21,352.63259687837103,2,8,31,0,basic,0
963,3,772.1134017689704,1,5,17,0,basic,0
964,23,154.66146933253407,0,0,52,0,basic,1
965,5,377.7780022186721,0,5,75,1,basic,1
966,47,342.05491484787507,1,3,48,0,platinum,0
967,34,102.31973142270259,2,5,24,0,platinum,0
968,40,235.13924205420253,4,10,1,0,basic,0
969,52,321.2464860073976,4,5,55,1,gold,1
970,33,186.8374249000923,2,4,77,1,gold,0
971,25,553.3562846046223,3,3,40,0,basic,1
972,50,475.4393430385774,2,4,15,0,gold,0
973,55,341.78138762367223,0,2,73,1,gold,1
974,11,190.30139662706836,1,3,25,1,gold,1
975,17,168.075310060654,1,2,29,0,gold,0
976,42,326.72191791963263,0,4,11,0,gold,0
977,33,660.0351585506955,0,0,67,0,basic,0
978,56,568.7725695275515,1,6,52,0,basic,1
979,52,270.44967908552576,6,9,28,0,gold,0
980,44,964.3826145086323,1,5,69,0,gold,1
981,59,201.6764804707645,1,6,83,1,platinum,1
982,20,124.3077802763076,0,2,11,0,basic,1
983,19,195.46198523240264,1,1,23,0,basic,0
984,45,353.0857633334507,2,5,35,1,basic,0
985,19,396.4713144936164,3,7,80,1,platinum,1
986,58,540.9197739624295,2,2,43,0,gold,0
987,1,252.14583280596665,3,3,30,1,basic,0
988,58,56.18105211377377,1,3,29,0,platinum,0
989,13,276.3513100208153,0,4,4,0,basic,0
990,46,417.16903699020963,3,3,5,0,basic,0
991,22,328.1898121892587,2,4,44,0,basic,1
992,17,327.44091351957724,2,4,48,0,basic,0
993,47,148.94774852619875,4,7,44,0,basic,0
994,28,216.04795302058224,1,2,55,0,platinum,0
995,19,575.0799631056248,3,6,56,1,basic,0
996,16,270.1716700772428,3,11,40,0,basic,0
997,43,251.56094069452,0,3,87,1,basic,1
998,59,140.15895943725428,4,11,71,0,basic,1
999,29,435.7140487887913,3,6,16,0,basic,0
1000,20,71.18345548044867,6,9,43,0,gold,0
1001,11,404.9041225426273,1,1,81,0,gold,0
1002,48,438.9563422888867,4,7,26,0,basic,1
1003,54,192.86926594703843,5,8,34,1,basic,0
1004,45,65.68706171644982,1,4,22,0,basic,1
1005,44,292.0931631188926,3,4,33,0,basic,0
1006,26,357.56527315757893,2,5,65,0,basic,1
1007,1,621.2394196233494,2,6,53,0,gold,1
1008,25,302.7947335271497,0,2,39,0,basic,1
1009,33,325.55716172962883,2,4,47,0,gold,0
1010,40,182.39503851000717,1,3,28,0,basic,1
1011,49,626.7187594642334,4,8,66,0,basic,0
1012,15,186.81734766486218,1,2,44,0,gold,1
1013,38,419.8315966274257,3,3,81,0,gold,1
1014,59,756.1787513661297,0,4,63,0,basic,0
1015,40,458.72954070723927,1,5,56,0,basic,0
1016,15,600.9915686320555,0,1,70,1,platinum,0
1017,28,276.04177216768784,0,6,21,0,gold,0
1018,52,1106.3020360759813,1,4,33,1,basic,0
1019,50,154.27424327333756,3,5,51,0,basic,0
1020,49,588.6964824696701,3,5,31,1,basic,0
1021,3,791.0668396759204,1,4,81,1,basic,0
1022,55,123.5085931224422,3,3,18,0,basic,0
1023,18,163.1858757792148,2,5,65,0,basic,1
1024,57,420.1495292975456,2,4,71,0,basic,0
1025,2,472.0688236652,1,4,62,0,basic,1
1026,47,9.272007754913464,0,5,79,0,basic,0
1027,3,448.0906695725076,2,4,37,1,gold,1
1028,51,126.36394960998389,2,3,19,0,basic,0
1029,48,136.8212119937529,5,7,60,0,gold,0
1030,31,410.7125172265621,0,2,22,1,basic,0
1031,10,835.7111073410399,1,3,30,1,basic,1
1032,24,115.9656586507008,4,9,83,0,gold,1
1033,49,635.9821770349251,1,6,10,1,basic,0
1034,5,204.11941132313936,5,10,56,0,basic,0
1035,46,143.0095005805043,1,3,37,0,gold,0
1036,45,297.8758960159444,2,6,32,0,gold,0
1037,37,130.25128109507403,2,4,76,0,gold,1
1038,31,407.7124220161931,0,6,36,0,basic,0
1039,17,283.65496631005067,2,6,87,0,platinum,1
1040,6,193.43853456435855,4,8,49,0,platinum,1
1041,53,331.47305886225206,4,5,47,0,gold,0
1042,40,15.759154574906658,1,4,64,0,basic,0
1043,46,485.5275965785433,0,0,64,1,gold,1
1044,2,140.81395346193366,2,3,73,1,basic,0
1045,27,214.23440643421537,1,4,14,0,basic,0
1046,33,275.9808025486477,2,5,14,0,basic,0
1047,48,336.25729119689794,5,6,56,0,gold,1
1048,59,866.3838821637022,1,4,70,0,gold,0
1049,14,432.20407790148226,0,3,37,0,gold,1
1050,12,413.2244732640754,3,3,63,0,basic,0
1051,40,626.5520199212303,1,1,40,0,gold,0
1052,12,616.9665268274475,1,5,32,0,basic,0
1053,34,201.00951871991845,0,4,61,0,basic,1
1054,38,931.8851552622398,1,3,69,1,gold,0
1055,55,290.46040709795966,4,6,89,1,gold,1
1056,25,158.76091099617668,0,2,3,0,basic,0
1057,27,319.547074139914,5,10,11,0,basic,0
1058,21,346.2859427049498,2,7,70,1,basic,0
1059,33,308.8240075042071,2,7,45,0,basic,0
1060,39,101.50527050919125,2,6,49,0,basic,1
1061,58,279.22000510132665,7,8,34,1,gold,0
1062,52,186.86252135798114,5,7,56,0,platinum,0
1063,29,278.49746942598745,2,6,43,1,gold,1
1064,19,404.0541681313693,1,5,20,0,basic,0
1065,49,248.29339890372145,4,8,85,0,gold,0
1066,2,90.0584398420523,3,5,35,0,basic,0
1067,45,418.830885158948,2,5,15,0,basic,0
1068,11,306.5808904965577,0,2,78,0,gold,0
1069,11,359.16890394476366,1,8,45,0,basic,0
1070,49,171.3295274183943,2,5,82,1,basic,1
1071,41,789.955238560955,2,5,61,0,platinum,0
1072,3,58.68004515497264,0,3,89,0,gold,1
1073,32,301.4549630262806,1,4,62,0,basic,0
1074,40,575.6558369083979,0,3,53,0,gold,0
1075,32,132.30335565639817,0,3,33,1,gold,1
1076,50,47.816570903495084,1,2,31,0,gold,1
1077,16,110.59502197616587,5,8,79,0,gold,1
1078,46,176.95077491187078,4,5,77,1,gold,1
1079,58,347.2075105267145,1,4,27,0,basic,0
1080,7,230.10809545499092,1,3,69,1,basic,0
1081,58,134.0566929740668,3,4,74,0,gold,1
1082,21,214.11505348580815,2,5,65,0,basic,1
1083,23,315.1561452263496,1,2,27,1,basic,0
1084,9,169.16347177688104,2,9,48,0,basic,0
1085,18,487.59844420130156,2,6,38,0,gold,0
1086,32,135.48294864321204,0,1,73,0,gold,0
1087,8,219.08676052814934,3,3,28,0,gold,1
1088,43,219.81535746453082,2,5,84,0,basic,1
1089,10,1003.5502363314051,3,5,2,1,platinum,0
1090,28,1059.5882566100934,2,4,9,0,basic,0
1091,38,891.3507574170154,3,5,31,1,basic,0
1092,32,166.17824908523932,4,6,26,0,basic,0
1093,59,1017.4691884195099,0,2,45,0,basic,1
1094,9,253.35762604547662,1,5,4,1,basic,1
1095,39,243.62563638791798,2,5,89,1,basic,1
1096,50,248.78279617348417,0,7,87,0,basic,0
1097,47,441.6096208290175,2,4,3,0,gold,1
1098,1,322.9432886288414,1,5,42,0,basic,0
1099,32,472.6198233729352,2,9,80,0,basic,1
1100,24,63.891549522251054,3,10,11,0,basic,1
1101,33,339.73892478722763,0,2,43,0,basic,0
1102,8,346.98805494474624,1,4,85,0,basic,1
1103,1,101.53820643405606,1,1,82,0,gold,1
1104,31,335.7271072415114,1,4,30,0,basic,0
1105,28,230.22576839892795,1,2,50,0,basic,1
